iter	Passed	Remaining
272	457	6494
273	459	6495
274	460	6491
275	462	6486
276	464	6486
277	465	6482
278	467	6480
279	468	6476
280	470	6471
281	471	6471
282	473	6467
283	475	6465
284	476	6465
285	478	6460
286	479	6458
287	481	6454
288	483	6451
289	484	6448
290	486	6443
291	487	6444
292	489	6440
293	491	6438
294	492	6436
295	494	6433
296	495	6432
297	497	6428
298	499	6425
299	500	6424
300	502	6421
301	504	6423
302	505	6421
303	507	6422
304	509	6423
305	511	6420
306	512	6420
307	514	6416
308	516	6418
309	517	6414
310	519	6413
311	521	6413
312	523	6409
313	524	6409
314	526	6405
315	527	6402
316	529	6399
317	530	6395
318	532	6395
319	534	6392
320	535	6390
321	537	6388
322	538	6384
323	540	6384
324	542	6381
325	544	6380
326	545	6378
327	547	6375
328	549	6374
329	550	6371
330	552	6370
331	553	6366
332	555	6362
333	556	6362
334	558	6357
335	560	6357
336	561	6354
337	563	6350
338	565	6351
339	566	6347
340	568	6345
341	569	6343
342	571	6339
343	573	6340
344	574	6338
345	576	6337
346	578	6334
347	579	6330
348	581	6330
349	582	6325
350	584	6325
351	586	6322
352	587	6318
353	589	6319
354	591	6316
355	592	6317
356	594	6315
357	596	6313
358	597	6311
359	599	6309
360	601	6310
361	603	6309
362	604	6307
363	606	6307
364	608	6304
365	609	6304
366	611	6301
367	613	6301
368	615	6300
369	616	6300
370	618	6299
371	620	6296
372	621	6294
373	623	6291
374	624	6289
375	626	6286
376	627	6282
377	629	6283
378	631	6280
379	633	6278
380	634	6277
381	636	6273
382	637	6273
383	639	6269
384	641	6268
385	642	6265
386	644	6262
387	646	6262
388	647	6259
389	649	6257
390	650	6255
391	652	6251
392	653	6250
393	655	6247
394	657	6245
395	658	6244
396	660	6241
397	662	6240
398	663	6237
399	665	6234
400	666	6233
401	668	6229
402	670	6229
403	671	6227
404	673	6226
405	675	6225
406	676	6221
407	678	6221
408	680	6219
409	682	6220
410	683	6219
411	685	6218
412	687	6217
413	688	6215
414	690	6215
415	692	6212
416	694	6212
417	695	6210
418	697	6207
419	698	6205
420	700	6202
421	702	6203
422	704	6204
423	706	6204
424	707	6202
425	709	6199
426	711	6197
427	712	6193
428	714	6193
429	715	6190
430	717	6187
431	719	6187
432	720	6184
433	722	6183
434	723	6181
435	725	6178
436	727	6177
437	728	6173
438	730	6172
439	731	6169
440	733	6166
441	735	6165
442	736	6162
443	738	6162
444	740	6160
445	741	6157
446	743	6156
447	744	6154
448	746	6154
449	748	6151
450	749	6149
451	751	6148
452	753	6146
453	755	6146
454	756	6144
455	758	6143
456	760	6141
457	761	6138
458	763	6137
459	765	6135
460	766	6134
461	768	6132
462	769	6129
463	771	6130
464	773	6126
465	775	6125
466	776	6123
467	778	6121
468	780	6120
469	781	6118
470	783	6118
471	785	6116
472	787	6116
473	788	6114
474	790	6111
475	791	6110
476	793	6107
477	795	6107
478	796	6105
479	798	6103
480	800	6103
481	801	6100
482	803	6100
483	805	6100
484	807	6099
485	809	6097
486	810	6094
487	812	6093
488	813	6090
489	815	6089
490	817	6087
491	818	6085
492	820	6086
493	822	6084
494	824	6083
495	825	6080
496	827	6078
497	828	6076
498	830	6073
499	832	6072
500	833	6070
501	835	6070
502	837	6069
503	838	6066
504	840	6065
505	842	6062
506	843	6061
507	845	6058
508	846	6056
509	848	6055
510	850	6052
511	852	6052
512	853	6050
513	855	6048
514	856	6046
515	858	6043
516	860	6042
517	861	6039
518	863	6037
519	864	6036
520	866	6033
521	868	6035
522	881	6109
523	882	6106
524	884	6104
525	885	6101
526	887	6098
527	889	6097
528	890	6094
529	892	6091
530	893	6089
531	895	6086
532	897	6086
533	898	6083
534	900	6081
535	901	6079
536	903	6079
537	905	6078
538	907	6075
539	908	6073
540	910	6072
541	911	6068
542	913	6067
543	915	6065
544	917	6064
545	918	6062
546	920	6060
547	922	6058
548	923	6055
549	925	6054
550	926	6052
551	928	6049
552	929	6047
553	931	6044
554	933	6044
555	934	6041
556	936	6040
557	938	6039
558	940	6037
559	941	6035
560	943	6033
561	945	6032
562	946	6029
563	948	6026
564	949	6026
565	951	6023
566	953	6022
567	954	6019
568	956	6016
569	957	6015
570	959	6012
571	961	6010
572	962	6008
573	964	6005
574	966	6005
575	967	6002
576	969	6001
577	971	6000
578	972	5997
579	974	5996
580	975	5993
581	977	5992
582	979	5991
583	981	5988
584	982	5987
585	984	5984
586	986	5984
587	987	5983
588	989	5982
589	991	5980
590	993	5978
591	994	5978
592	996	5975
593	998	5975
594	999	5973
595	1001	5972
596	1003	5970
597	1004	5967
598	1006	5966
599	1008	5963
600	1010	5962
601	1011	5960
602	1013	5957
603	1014	5956
604	1016	5953
605	1017	5951
606	1019	5949
607	1021	5947
608	1022	5945
609	1024	5943
610	1026	5942
611	1027	5940
612	1029	5937
613	1031	5936
614	1032	5933
615	1034	5931
616	1035	5929
617	1037	5926
618	1039	5925
619	1040	5923
620	1042	5921
621	1043	5919
622	1045	5916
623	1047	5915
624	1048	5912
625	1050	5911
626	1052	5909
627	1053	5908
628	1055	5907
629	1057	5905
630	1059	5905
631	1060	5902
632	1062	5900
633	1064	5899
634	1065	5896
635	1067	5895
636	1068	5893
637	1070	5891
638	1072	5890
639	1073	5887
640	1075	5885
641	1076	5882
642	1078	5880
643	1080	5879
644	1081	5876
645	1083	5875
646	1085	5873
647	1086	5872
648	1088	5870
649	1090	5867
650	1091	5866
651	1093	5864
652	1095	5862
653	1096	5861
654	1098	5860
655	1116	5947
656	1118	5944
657	1120	5942
658	1121	5940
659	1123	5937
660	1124	5936
661	1126	5932
662	1128	5931
663	1129	5928
664	1131	5926
665	1133	5925
666	1134	5923
667	1136	5922
668	1137	5919
669	1139	5917
670	1141	5916
671	1142	5912
672	1144	5911
673	1146	5909
674	1147	5908
675	1149	5905
676	1151	5903
677	1152	5901
678	1154	5899
679	1156	5897
680	1157	5895
681	1159	5892
682	1161	5891
683	1162	5889
684	1164	5887
685	1165	5885
686	1167	5882
687	1169	5881
688	1170	5879
689	1172	5876
690	1174	5875
691	1175	5872
692	1177	5871
693	1178	5868
694	1180	5867
695	1182	5864
696	1183	5862
697	1185	5861
698	1187	5859
699	1189	5858
700	1190	5856
701	1192	5855
702	1194	5854
703	1195	5852
704	1197	5850
705	1199	5849
706	1201	5847
707	1202	5845
708	1204	5844
709	1206	5842
710	1207	5839
711	1209	5838
712	1211	5835
713	1212	5833
714	1214	5831
715	1215	5829
716	1217	5827
717	1219	5825
718	1220	5824
719	1222	5823
720	1224	5820
721	1225	5818
722	1227	5816
723	1229	5814
724	1230	5812
725	1232	5809
726	1233	5808
727	1235	5806
728	1237	5806
729	1239	5803
730	1240	5800
731	1242	5798
732	1243	5795
733	1245	5794
734	1246	5792
735	1248	5789
736	1250	5788
737	1252	5786
738	1253	5785
739	1254	5781
740	1256	5778
741	1258	5776
742	1259	5774
743	1261	5772
744	1262	5770
745	1264	5767
746	1266	5767
747	1267	5765
748	1269	5763
749	1271	5761
750	1272	5758
751	1274	5757
752	1276	5755
753	1277	5754
754	1279	5751
755	1281	5749
756	1282	5748
757	1284	5745
758	1286	5744
759	1287	5742
760	1289	5739
761	1290	5738
762	1292	5735
763	1294	5734
764	1295	5732
765	1297	5730
766	1299	5729
767	1300	5726
768	1302	5725
769	1304	5723
770	1305	5721
771	1307	5719
772	1309	5717
773	1311	5716
774	1312	5714
775	1314	5713
776	1315	5710
777	1317	5708
778	1319	5707
779	1320	5704
780	1322	5703
781	1324	5701
782	1325	5699
783	1327	5698
784	1329	5696
785	1331	5695
786	1332	5692
787	1341	5720
788	1343	5719
789	1344	5717
790	1346	5714
791	1347	5712
792	1349	5709
793	1350	5708
794	1352	5706
795	1354	5703
796	1355	5702
797	1357	5700
798	1359	5699
799	1360	5696
800	1362	5693
801	1363	5692
802	1365	5689
803	1367	5688
804	1368	5685
805	1370	5683
806	1372	5682
807	1373	5680
808	1375	5679
809	1377	5676
810	1378	5674
811	1380	5672
812	1381	5670
813	1383	5668
814	1385	5666
815	1386	5664
816	1388	5663
817	1390	5660
818	1391	5659
819	1393	5657
820	1395	5656
821	1397	5654
822	1398	5651
823	1400	5650
824	1402	5649
825	1403	5647
826	1405	5645
827	1407	5643
828	1408	5641
829	1410	5639
830	1412	5637
831	1413	5635
832	1415	5633
833	1417	5632
834	1418	5629
835	1420	5628
836	1421	5625
837	1423	5623
838	1424	5621
839	1426	5619
840	1428	5617
841	1429	5615
842	1431	5613
843	1433	5612
844	1434	5609
845	1436	5608
846	1438	5606
847	1439	5604
848	1441	5602
849	1442	5600
850	1444	5598
851	1446	5596
852	1448	5595
853	1449	5593
854	1451	5591
855	1452	5589
856	1454	5586
857	1456	5585
858	1457	5583
859	1459	5581
860	1461	5579
861	1462	5578
862	1464	5576
863	1466	5574
864	1467	5572
865	1469	5570
866	1470	5567
867	1472	5566
868	1474	5564
869	1475	5562
870	1477	5561
871	1479	5559
872	1481	5558
873	1482	5556
874	1484	5555
875	1486	5553
876	1487	5551
877	1489	5549
878	1491	5547
879	1492	5545
880	1494	5543
881	1496	5541
882	1497	5539
883	1499	5537
884	1500	5535
885	1502	5533
886	1504	5531
887	1506	5530
888	1507	5529
889	1509	5527
890	1511	5525
891	1512	5523
892	1514	5521
893	1516	5519
894	1517	5517
895	1519	5515
896	1520	5513
897	1522	5511
898	1524	5509
899	1525	5507
900	1527	5505
901	1528	5503
902	1530	5500
903	1532	5499
904	1533	5497
905	1535	5496
906	1537	5493
907	1538	5491
908	1540	5490
909	1541	5488
910	1543	5486
911	1545	5485
912	1547	5483
913	1548	5481
914	1550	5479
915	1552	5479
916	1554	5477
917	1555	5475
918	1557	5474
919	1559	5472
920	1561	5471
921	1562	5469
922	1566	5474
923	1568	5472
924	1569	5470
925	1571	5468
926	1572	5466
927	1574	5464
928	1576	5462
929	1577	5460
930	1579	5458
931	1580	5456
932	1582	5454
933	1584	5452
934	1585	5451
935	1587	5449
936	1589	5448
937	1590	5445
938	1592	5444
939	1594	5442
940	1595	5440
941	1597	5439
942	1599	5437
943	1601	5435
944	1602	5433
945	1604	5431
946	1605	5429
947	1607	5427
948	1609	5425
949	1610	5423
950	1612	5422
951	1614	5420
952	1615	5418
953	1617	5416
954	1619	5414
955	1620	5413
956	1622	5411
957	1624	5409
958	1625	5408
959	1627	5406
960	1629	5404
961	1630	5402
962	1632	5400
963	1634	5399
964	1635	5397
965	1637	5396
966	1639	5394
967	1641	5393
968	1643	5392
969	1644	5391
970	1646	5389
971	1648	5387
972	1649	5385
973	1651	5383
974	1653	5381
975	1654	5380
976	1656	5377
977	1658	5376
978	1659	5374
979	1661	5372
980	1663	5370
981	1664	5368
982	1666	5366
983	1667	5364
984	1669	5362
985	1671	5360
986	1672	5358
987	1674	5357
988	1675	5354
989	1677	5353
990	1679	5351
991	1680	5349
992	1682	5347
993	1684	5345
994	1686	5344
995	1688	5344
996	1690	5343
997	1691	5341
998	1693	5340
999	1695	5338
1000	1696	5336
1001	1698	5334
1002	1700	5332
1003	1702	5331
1004	1703	5329
1005	1705	5327
1006	1707	5326
1007	1708	5324
1008	1710	5322
1009	1712	5321
1010	1714	5320
1011	1715	5318
1012	1717	5316
1013	1719	5314
1014	1720	5312
1015	1722	5311
1016	1723	5309
1017	1725	5307
1018	1727	5305
1019	1728	5303
1020	1730	5301
1021	1732	5300
1022	1733	5298
1023	1735	5296
1024	1737	5294
1025	1739	5293
1026	1740	5291
1027	1742	5290
1028	1744	5288
1029	1746	5287
1030	1747	5286
1031	1749	5284
1032	1751	5283
1033	1752	5280
1034	1754	5279
1035	1756	5277
1036	1757	5275
1037	1759	5273
1038	1761	5271
1039	1762	5270
1040	1764	5268
1041	1766	5265
1042	1767	5264
1043	1769	5261
1044	1770	5260
1045	1772	5258
1046	1774	5256
1047	1775	5254
1048	1777	5253
1049	1779	5252
1050	1781	5250
1051	1782	5248
1052	1784	5246
1053	1786	5244
1054	1787	5243
1055	1789	5242
1056	1791	5240
1057	1792	5238
1058	1794	5236
1059	1796	5234
1060	1797	5232
1061	1799	5230
1062	1801	5228
1063	1802	5226
1064	1804	5225
1065	1806	5223
1066	1807	5222
1067	1809	5219
1068	1811	5218
1069	1812	5216
1070	1814	5214
1071	1816	5212
1072	1817	5210
1073	1819	5209
1074	1821	5208
1075	1822	5206
1076	1824	5204
1077	1826	5202
1078	1827	5201
1079	1829	5198
1080	1831	5197
1081	1833	5195
1082	1834	5194
1083	1836	5192
1084	1838	5190
1085	1839	5189
1086	1841	5187
1087	1843	5185
1088	1844	5183
1089	1846	5181
1090	1848	5180
1091	1850	5179
1092	1852	5178
1093	1853	5176
1094	1855	5174
1095	1857	5172
1096	1858	5170
1097	1860	5169
1098	1861	5167
1099	1863	5165
1100	1865	5164
1101	1867	5163
1102	1869	5161
1103	1870	5159
1104	1872	5158
1105	1873	5156
1106	1875	5154
1107	1877	5152
1108	1878	5150
1109	1880	5149
1110	1882	5147
1111	1884	5146
1112	1886	5144
1113	1887	5142
1114	1889	5141
1115	1890	5139
1116	1892	5137
1117	1894	5135
1118	1896	5134
1119	1897	5132
1120	1899	5130
1121	1901	5128
1122	1902	5126
1123	1904	5125
1124	1906	5123
1125	1907	5122
1126	1909	5121
1127	1911	5118
1128	1913	5117
1129	1914	5115
1130	1916	5113
1131	1917	5111
1132	1919	5109
1133	1921	5108
1134	1922	5106
1135	1924	5105
1136	1926	5103
1137	1928	5101
1138	1929	5099
1139	1931	5097
1140	1933	5096
1141	1934	5093
1142	1936	5091
1143	1937	5090
1144	1939	5088
1145	1941	5086
1146	1942	5084
1147	1944	5082
1148	1946	5081
1149	1947	5079
1150	1949	5077
1151	1951	5076
1152	1953	5075
1153	1955	5073
1154	1956	5072
1155	1958	5070
1156	1960	5068
1157	1961	5067
1158	1963	5065
1159	1965	5064
1160	1966	5061
1161	1968	5059
1162	1970	5058
1163	1971	5056
1164	1973	5054
1165	1975	5052
1166	1976	5050
1167	1978	5049
1168	1980	5047
1169	1981	5046
1170	1983	5044
1171	1985	5042
1172	1986	5040
1173	1988	5038
1174	1990	5037
1175	1991	5035
1176	1993	5033
1177	1995	5031
1178	1996	5029
1179	1998	5028
1180	2000	5027
1181	2002	5026
1182	2004	5024
1183	2005	5022
1184	2007	5021
1185	2009	5019
1186	2010	5017
1187	2012	5015
1188	2014	5014
1189	2015	5012
1190	2017	5010
1191	2019	5009
1192	2020	5006
1193	2022	5005
1194	2024	5003
1195	2025	5002
1196	2027	5000
1197	2029	4998
1198	2031	4997
1199	2032	4996
1200	2034	4994
1201	2036	4992
1202	2038	4991
1203	2039	4989
1204	2041	4987
1205	2043	4986
1206	2044	4984
1207	2046	4983
1208	2048	4981
1209	2050	4979
1210	2051	4977
1211	2053	4975
1212	2055	4974
1213	2056	4972
1214	2058	4970
1215	2060	4969
1216	2061	4966
1217	2063	4965
1218	2064	4963
1219	2066	4961
1220	2068	4959
1221	2069	4957
1222	2071	4956
1223	2073	4954
1224	2075	4953
1225	2076	4951
1226	2078	4950
1227	2080	4949
1228	2082	4947
1229	2084	4945
1230	2085	4943
1231	2087	4942
1232	2088	4940
1233	2090	4939
1234	2092	4937
1235	2094	4935
1236	2095	4933
1237	2097	4931
1238	2099	4930
1239	2100	4928
1240	2102	4926
1241	2104	4925
1242	2105	4923
1243	2107	4922
1244	2109	4920
1245	2111	4918
1246	2112	4916
1247	2114	4914
1248	2116	4913
1249	2117	4911
1250	2119	4910
1251	2121	4908
1252	2123	4906
1253	2124	4905
1254	2126	4903
1255	2128	4901
1256	2129	4899
1257	2131	4898
1258	2133	4896
1259	2135	4895
1260	2136	4894
1261	2138	4892
1262	2140	4890
1263	2141	4888
1264	2143	4887
1265	2145	4885
1266	2146	4883
1267	2148	4882
1268	2150	4880
1269	2152	4878
1270	2153	4876
1271	2155	4875
1272	2157	4873
1273	2158	4871
1274	2160	4869
1275	2162	4867
1276	2163	4866
1277	2165	4864
1278	2167	4862
1279	2168	4861
1280	2170	4859
1281	2172	4858
1282	2173	4856
1283	2175	4855
1284	2177	4853
1285	2179	4851
1286	2181	4850
1287	2182	4848
1288	2184	4847
1289	2186	4845
1290	2188	4844
1291	2189	4842
1292	2191	4840
1293	2193	4839
1294	2195	4838
1295	2197	4836
1296	2198	4835
1297	2200	4833
1298	2202	4831
1299	2204	4830
1300	2205	4828
1301	2207	4826
1302	2209	4825
1303	2210	4823
1304	2212	4822
1305	2214	4820
1306	2216	4819
1307	2217	4817
1308	2219	4815
1309	2221	4814
1310	2222	4812
1311	2224	4810
1312	2226	4809
1313	2228	4807
1314	2229	4805
1315	2231	4804
1316	2233	4802
1317	2234	4800
1318	2236	4798
1319	2238	4797
1320	2239	4795
1321	2241	4793
1322	2243	4791
1323	2245	4790
1324	2246	4788
1325	2248	4787
1326	2250	4785
1327	2251	4783
1328	2253	4781
1329	2255	4780
1330	2257	4779
1331	2258	4777
1332	2260	4776
1333	2262	4774
1334	2264	4772
1335	2265	4770
1336	2267	4768
1337	2269	4767
1338	2270	4765
1339	2272	4764
1340	2274	4763
1341	2276	4761
1342	2278	4760
1343	2279	4757
1344	2281	4756
1345	2283	4754
1346	2284	4752
1347	2286	4751
1348	2288	4749
1349	2289	4747
1350	2291	4745
1351	2293	4743
1352	2294	4741
1353	2296	4739
1354	2297	4738
1355	2299	4736
1356	2301	4734
1357	2302	4733
1358	2333	4791
1359	2336	4791
1360	2338	4790
1361	2340	4788
1362	2342	4788
1363	2344	4786
1364	2346	4786
1365	2348	4785
1366	2350	4784
1367	2352	4783
1368	2355	4782
1369	2356	4780
1370	2359	4780
1371	2360	4778
1372	2363	4777
1373	2364	4776
1374	2366	4774
1375	2368	4772
1376	2370	4771
1377	2371	4769
1378	2373	4768
1379	2375	4767
1380	2377	4765
1381	2379	4764
1382	2381	4762
1383	2382	4760
1384	2384	4758
1385	2386	4756
1386	2387	4755
1387	2389	4753
1388	2391	4752
1389	2393	4750
1390	2395	4749
1391	2397	4747
1392	2399	4746
1393	2400	4744
1394	2402	4742
1395	2404	4740
1396	2405	4738
1397	2407	4738
1398	2409	4736
1399	2411	4735
1400	2413	4733
1401	2414	4731
1402	2416	4729
1403	2418	4728
1404	2420	4726
1405	2422	4725
1406	2423	4723
1407	2425	4722
1408	2427	4721
1409	2429	4719
1410	2431	4717
1411	2433	4716
1412	2435	4715
1413	2436	4713
1414	2438	4711
1415	2440	4710
1416	2442	4708
1417	2443	4706
1418	2445	4704
1419	2447	4703
1420	2449	4701
1421	2450	4700
1422	2452	4698
1423	2454	4697
1424	2456	4695
1425	2458	4693
1426	2460	4692
1427	2461	4690
1428	2463	4689
1429	2465	4687
1430	2466	4685
1431	2468	4684
1432	2470	4683
1433	2472	4681
1434	2474	4680
1435	2476	4679
1436	2478	4677
1437	2480	4676
1438	2482	4674
1439	2484	4673
1440	2485	4671
1441	2487	4669
1442	2489	4667
1443	2490	4665
1444	2492	4663
1445	2493	4661
1446	2495	4659
1447	2497	4658
1448	2499	4656
1449	2500	4654
1450	2502	4652
1451	2503	4650
1452	2505	4648
1453	2507	4646
1454	2508	4645
1455	2510	4642
1456	2512	4641
1457	2513	4639
1458	2515	4637
1459	2516	4635
1460	2518	4633
1461	2520	4631
1462	2521	4629
1463	2523	4628
1464	2524	4625
1465	2526	4624
1466	2528	4622
1467	2529	4620
1468	2531	4618
1469	2533	4616
1470	2534	4614
1471	2536	4612
1472	2537	4610
1473	2539	4608
1474	2541	4606
1475	2542	4604
1476	2544	4603
1477	2546	4601
1478	2547	4599
1479	2549	4597
1480	2550	4595
1481	2552	4593
1482	2554	4591
1483	2555	4589
1484	2557	4587
1485	2558	4585
1486	2560	4584
1487	2562	4582
1488	2564	4580
1489	2565	4578
1490	2567	4576
1491	2569	4575
1492	2570	4573
1493	2572	4572
1494	2574	4570
1495	2576	4568
1496	2577	4566
1497	2579	4564
1498	2581	4562
1499	2582	4560
1500	2584	4559
1501	2585	4557
1502	2587	4555
1503	2589	4554
1504	2591	4551
1505	2592	4550
1506	2594	4548
1507	2595	4546
1508	2597	4544
1509	2599	4542
1510	2600	4540
1511	2602	4539
1512	2604	4537
1513	2605	4535
1514	2607	4533
1515	2609	4531
1516	2610	4529
1517	2612	4527
1518	2613	4525
1519	2615	4523
1520	2617	4522
1521	2619	4520
1522	2620	4518
1523	2622	4516
1524	2623	4514
1525	2625	4512
1526	2627	4510
1527	2628	4509
1528	2630	4507
1529	2632	4505
1530	2634	4504
1531	2635	4502
1532	2637	4500
1533	2638	4498
1534	2640	4496
1535	2642	4494
1536	2643	4492
1537	2645	4491
1538	2646	4489
1539	2649	4487
1540	2650	4486
1541	2652	4484
1542	2654	4482
1543	2655	4480
1544	2657	4479
1545	2659	4477
1546	2660	4475
1547	2662	4473
1548	2664	4471
1549	2666	4470
1550	2667	4468
1551	2669	4466
1552	2671	4464
1553	2672	4462
1554	2674	4460
1555	2675	4458
1556	2677	4457
1557	2679	4456
1558	2681	4454
1559	2683	4452
1560	2684	4450
1561	2686	4448
1562	2687	4446
1563	2689	4445
1564	2690	4443
1565	2692	4441
1566	2694	4439
1567	2695	4437
1568	2697	4435
1569	2699	4433
1570	2700	4431
1571	2702	4429
1572	2703	4427
1573	2705	4425
1574	2706	4423
1575	2708	4421
1576	2710	4420
1577	2711	4417
1578	2713	4415
1579	2714	4414
1580	2716	4411
1581	2718	4410
1582	2719	4408
1583	2721	4406
1584	2722	4404
1585	2724	4402
1586	2726	4401
1587	2727	4399
1588	2729	4397
1589	2731	4395
1590	2732	4393
1591	2734	4391
1592	2735	4389
1593	2737	4388
1594	2739	4386
1595	2741	4384
1596	2742	4383
1597	2744	4381
1598	2746	4379
1599	2747	4377
1600	2749	4375
1601	2750	4373
1602	2752	4371
1603	2754	4370
1604	2755	4368
1605	2757	4366
1606	2759	4364
1607	2760	4362
1608	2762	4361
1609	2764	4359
1610	2765	4357
1611	2767	4355
1612	2769	4354
1613	2771	4352
1614	2772	4350
1615	2774	4348
1616	2775	4346
1617	2777	4344
1618	2779	4343
1619	2780	4340
1620	2782	4339
1621	2784	4337
1622	2785	4335
1623	2787	4334
1624	2789	4332
1625	2790	4330
1626	2792	4328
1627	2794	4326
1628	2795	4324
1629	2797	4322
1630	2799	4321
1631	2800	4319
1632	2802	4318
1633	2804	4316
1634	2806	4314
1635	2807	4312
1636	2809	4310
1637	2810	4308
1638	2812	4307
1639	2814	4305
1640	2816	4304
1641	2818	4302
1642	2819	4300
1643	2821	4298
1644	2822	4296
1645	2824	4294
1646	2826	4293
1647	2827	4291
1648	2829	4289
1649	2831	4287
1650	2832	4285
1651	2834	4284
1652	2835	4282
1653	2837	4280
1654	2839	4278
1655	2840	4276
1656	2842	4274
1657	2844	4272
1658	2845	4271
1659	2847	4269
1660	2848	4267
1661	2850	4265
1662	2852	4263
1663	2853	4261
1664	2855	4259
1665	2856	4257
1666	2858	4256
1667	2860	4254
1668	2862	4253
1669	2864	4251
1670	2865	4249
1671	2867	4247
1672	2868	4245
1673	2870	4244
1674	2872	4242
1675	2873	4240
1676	2875	4238
1677	2877	4236
1678	2878	4235
1679	2880	4233
1680	2881	4231
1681	2883	4229
1682	2885	4227
1683	2887	4226
1684	2888	4224
1685	2890	4222
1686	2892	4221
1687	2894	4219
1688	2895	4217
1689	2897	4215
1690	2899	4213
1691	2900	4211
1692	2902	4209
1693	2903	4208
1694	2905	4206
1695	2907	4204
1696	2908	4202
1697	2910	4200
1698	2912	4199
1699	2913	4197
1700	2915	4195
1701	2917	4193
1702	2918	4192
1703	2920	4190
1704	2921	4188
1705	2923	4187
1706	2925	4185
1707	2927	4183
1708	2928	4181
1709	2930	4179
1710	2932	4178
1711	2933	4176
1712	2935	4174
1713	2937	4172
1714	2938	4170
1715	2940	4169
1716	2941	4167
1717	2943	4165
1718	2945	4163
1719	2947	4162
1720	2948	4160
1721	2950	4158
1722	2952	4156
1723	2953	4154
1724	2955	4152
1725	2957	4151
1726	2958	4149
1727	2960	4147
1728	2961	4145
1729	2963	4144
1730	2965	4142
1731	2967	4140
1732	2968	4138
1733	2970	4136
1734	2972	4135
1735	2973	4133
1736	2975	4131
1737	2976	4129
1738	2978	4127
1739	2980	4126
1740	2981	4124
1741	2983	4122
1742	2985	4120
1743	2986	4118
1744	2988	4116
1745	2989	4114
1746	2991	4113
1747	2993	4111
1748	2994	4109
1749	2996	4108
1750	2998	4106
1751	3000	4104
1752	3001	4102
1753	3003	4100
1754	3005	4099
1755	3006	4097
1756	3008	4095
1757	3010	4093
1758	3011	4092
1759	3013	4090
1760	3015	4088
1761	3016	4086
