iter	RMSE
130	0.2043190204
131	0.2035060035
132	0.2028300327
133	0.2020814153
134	0.2014353697
135	0.2007721383
136	0.2001060249
137	0.1993150554
138	0.1985779317
139	0.1979048938
140	0.1972563478
141	0.1965838458
142	0.195854256
143	0.1951707843
144	0.1945481984
145	0.19388891
146	0.1932448843
147	0.1925663755
148	0.1919910361
149	0.1914969851
150	0.1910522504
151	0.1904520419
152	0.1897988082
153	0.1891990129
154	0.1885448081
155	0.1879340462
156	0.1874033102
157	0.1868320186
158	0.1861906831
159	0.1855692131
160	0.1850711723
161	0.1845159873
162	0.1839263482
163	0.1832795094
164	0.1826736226
165	0.1821361525
166	0.1816876954
167	0.1811900053
168	0.1805397023
169	0.1799869438
170	0.1794955958
171	0.1789836033
172	0.1785088262
173	0.1779244983
174	0.1775027451
175	0.1769180772
176	0.1764096675
177	0.1759309174
178	0.1754750426
179	0.1750226066
180	0.1745528952
181	0.1740995345
182	0.1737473216
183	0.1731957291
184	0.1727839774
185	0.1723067644
186	0.1719222067
187	0.1714459639
188	0.170966613
189	0.1706108963
190	0.1701395948
191	0.1696731231
192	0.169195699
193	0.1687572859
194	0.1682647352
195	0.167835924
196	0.1673615157
197	0.1668617441
198	0.1664838903
199	0.1661271507
200	0.1657197947
201	0.1652998993
202	0.1648994285
203	0.1643987442
204	0.1640624214
205	0.1636110599
206	0.1632989816
207	0.1629125248
208	0.1625518167
209	0.1623044807
210	0.1619431849
211	0.1616393287
212	0.1613211631
213	0.1608869527
214	0.1605325012
215	0.1602462593
216	0.1598617128
217	0.1595047249
218	0.1591312092
219	0.1587778748
220	0.1584226443
221	0.1580580204
222	0.15770075
223	0.1573782065
224	0.1570955264
225	0.1566950263
226	0.1563374158
227	0.1560260592
228	0.1557154928
229	0.1554322816
230	0.1551194344
231	0.154764776
232	0.15441386
233	0.1541548935
234	0.1538548163
235	0.153511524
236	0.1532430157
237	0.152978087
238	0.1527336423
239	0.1524599131
240	0.1521459807
241	0.1518259195
242	0.1515325492
243	0.1512517164
244	0.1510356833
245	0.1507412729
246	0.1503870112
247	0.1501307996
248	0.1498757999
249	0.1496484601
250	0.1493471344
251	0.1491052393
252	0.1488853557
253	0.1486331077
254	0.1484309472
255	0.1481506413
256	0.1479114116
257	0.1476740296
258	0.1473932478
259	0.1472077375
260	0.146955745
261	0.1467634896
262	0.1464556681
263	0.1462278414
264	0.1460125245
265	0.1457652677
266	0.1455701908
267	0.1453464801
268	0.1451353635
269	0.1449068187
270	0.1446734006
271	0.144397725
272	0.1441636216
273	0.1440630818
274	0.1439023591
275	0.1437151375
276	0.1435539041
277	0.1433577478
278	0.1431055492
279	0.1428692038
280	0.1426483054
281	0.1424392042
282	0.1421692982
283	0.1419860804
284	0.141805287
285	0.1416389273
286	0.141436182
287	0.1413043395
288	0.1410427847
289	0.1408116787
290	0.1406319588
291	0.1404160677
292	0.140268148
293	0.1400976122
294	0.1399049624
295	0.1396992812
296	0.1394990736
297	0.1392563077
298	0.1391201072
299	0.1389269802
300	0.1387168648
301	0.1384923177
302	0.1383468767
303	0.1381933492
304	0.1379781191
305	0.1378015144
306	0.1376047856
307	0.1374337651
308	0.1372225743
309	0.1370710309
310	0.1368919559
311	0.1367090981
312	0.1365501154
313	0.1363335052
314	0.1361643265
315	0.1359647157
316	0.1357689857
317	0.1356089547
318	0.1354438363
319	0.1353254871
320	0.1351880216
321	0.1350451823
322	0.1349139928
323	0.1347529662
324	0.1345670189
325	0.1344053255
326	0.13423525
327	0.1340351139
328	0.1338806722
329	0.1337333065
330	0.1335827105
331	0.1334490763
332	0.1332866264
333	0.1331676156
334	0.1330553189
335	0.1328752463
336	0.1328064326
337	0.1326757886
338	0.1325437755
339	0.1323821468
340	0.1323041204
341	0.1321417883
342	0.1320617273
343	0.1319395033
344	0.1317629519
345	0.1316631091
346	0.1315387249
347	0.1314527977
348	0.1312508668
349	0.1311466469
350	0.1310268798
351	0.1309073088
352	0.1307684832
353	0.1305654446
354	0.1304875976
355	0.1303791086
356	0.1302590665
357	0.1301550817
358	0.1300481359
359	0.1299073088
360	0.1298298128
361	0.1297001451
362	0.1296162238
363	0.1294746116
364	0.1293680961
365	0.1292460822
366	0.1291108337
367	0.1289682998
368	0.1288621947
369	0.1287800236
370	0.1286407917
371	0.1285247977
372	0.1284219121
373	0.128274026
374	0.1281548596
375	0.1280245071
376	0.1278978993
377	0.127821103
378	0.127706899
379	0.1276006897
380	0.127443275
381	0.1273396998
382	0.1272586824
383	0.127134646
384	0.127021291
385	0.126874332
386	0.1267205954
387	0.1266137505
388	0.1264223544
389	0.1263421622
390	0.1262578871
391	0.1261620169
392	0.126047671
393	0.1259673681
394	0.1258461062
395	0.1257005868
396	0.1256132204
397	0.1255001934
398	0.1254208845
399	0.1253337593
400	0.1252397404
401	0.1251510955
402	0.125073307
403	0.1249678464
404	0.1248405261
405	0.1247669554
406	0.1246630377
407	0.1245596759
408	0.1244703949
409	0.1244093155
410	0.1243206308
411	0.1241942966
412	0.1240978881
413	0.123965721
414	0.1238977637
415	0.1237912351
416	0.1236993833
417	0.1235828584
418	0.1235327828
419	0.1234065291
420	0.1232683807
421	0.1232079565
422	0.1231516346
423	0.1229998903
424	0.1229272886
425	0.1227849832
426	0.1226989672
427	0.1226319398
428	0.1225311381
429	0.1224511277
430	0.122372502
431	0.122249326
432	0.1222075204
433	0.1221179247
434	0.1220533501
435	0.1219380746
436	0.1218254968
437	0.1217299914
438	0.1216131639
439	0.1215237119
440	0.1213988353
441	0.1213067762
442	0.1212524303
443	0.1211797849
444	0.1211139097
445	0.1210056699
446	0.1209210656
447	0.1208668169
448	0.120823022
449	0.1207553387
450	0.1206513068
451	0.1205552242
452	0.1204959019
453	0.120429744
454	0.1203476785
455	0.1202973889
456	0.1202534278
457	0.1201525127
458	0.1200496836
459	0.120011775
460	0.1199220592
461	0.1198216151
462	0.1197469296
463	0.1196165176
464	0.1195198763
465	0.1194247595
466	0.1193837559
467	0.1192893392
468	0.119213202
469	0.1191509303
470	0.1190927701
471	0.1189975548
472	0.1189766264
473	0.118892931
474	0.1188274923
475	0.1187564918
476	0.1186969881
477	0.118610927
478	0.1185589847
479	0.1184648097
480	0.1183606865
481	0.1182675906
482	0.1181996493
483	0.1181344191
484	0.1180162698
485	0.1179324122
486	0.1178768197
487	0.1178146114
488	0.1177657856
489	0.1176998388
490	0.1176360968
491	0.1175452
492	0.1174587679
493	0.1174252484
494	0.1173542297
495	0.1172724937
496	0.1171995618
497	0.117101456
498	0.1170248269
499	0.1169482283
500	0.1168758588
501	0.1168282714
502	0.1167290248
503	0.1166821446
504	0.1166101306
505	0.1165347104
506	0.1164611713
507	0.1164065284
508	0.1163416766
509	0.1163075265
510	0.1162248435
511	0.1161766716
512	0.1161092949
513	0.1160171738
514	0.1159590572
515	0.1158836012
516	0.1158098327
517	0.1157521821
518	0.1156897392
519	0.1155811914
520	0.1155128319
521	0.1154603997
522	0.1154044411
523	0.1153346048
524	0.1152733492
525	0.1152242572
526	0.1151548355
527	0.115076204
528	0.1150279412
529	0.1149561264
530	0.1148774466
531	0.1148113496
532	0.1147102013
533	0.1146485875
534	0.1145942905
535	0.1145377486
536	0.1144839351
537	0.1144245058
538	0.1143793487
539	0.1143203524
540	0.1142208687
541	0.1141281327
542	0.1140617795
543	0.1140003122
544	0.1139411215
545	0.1138848651
546	0.1138054307
547	0.1137754274
548	0.1137171905
549	0.1136673715
550	0.1135751654
551	0.1135004209
552	0.113463578
553	0.1133836674
554	0.1133383742
555	0.1132564289
556	0.1131970226
557	0.1131272664
558	0.1130707381
559	0.1130239025
560	0.1129570751
561	0.1129023093
562	0.1128579565
563	0.1128193265
564	0.1127584705
565	0.1127053339
566	0.1126687391
567	0.1126180499
568	0.1125619366
569	0.1125079222
570	0.1124480893
571	0.112414742
572	0.11236655
573	0.1123286567
574	0.1122851596
575	0.1122280945
576	0.1121815987
577	0.1121101287
578	0.1120555328
579	0.1119935866
580	0.1119684048
581	0.111919356
582	0.1118391236
583	0.1117892051
584	0.1117377031
585	0.1116843587
586	0.1116171594
587	0.1115856304
588	0.1115261953
589	0.1114892649
590	0.111443508
591	0.1113890103
592	0.1113234364
593	0.1112475207
594	0.1111782008
595	0.1111176322
596	0.1110684638
597	0.1110097826
598	0.1109463581
599	0.1109045877
600	0.1107975425
601	0.1107215313
602	0.1106251083
603	0.1105367474
604	0.1104581838
605	0.1104008211
606	0.1103565462
607	0.1102884087
608	0.1102391837
609	0.1101701394
610	0.1101356636
611	0.1100934678
612	0.1100547822
613	0.1100178842
614	0.1099609817
615	0.1098967421
616	0.1098463753
617	0.1098093999
618	0.109763938
619	0.109715933
620	0.1096536891
621	0.1096031697
622	0.1095598136
623	0.1095188901
624	0.1094587474
625	0.1093834012
626	0.1093182947
627	0.1092731723
628	0.1092348607
629	0.1091778273
630	0.1091428505
631	0.1090797554
632	0.1090363361
633	0.1090150967
634	0.1089765882
635	0.1089153339
636	0.1088803909
637	0.1088207015
638	0.1087480775
639	0.1086993881
640	0.1086583005
641	0.1085991357
642	0.1085610527
643	0.1085077626
644	0.1084296351
645	0.1083865236
646	0.1083062594
647	0.1082659443
648	0.1082160399
649	0.1081645235
650	0.1081388645
651	0.1080773416
652	0.1080180958
653	0.1079576587
654	0.1079120702
655	0.1078326788
656	0.1077466341
657	0.1077005445
658	0.1076424161
659	0.1075763073
660	0.1075455228
661	0.107506345
662	0.1074454126
663	0.1074011495
664	0.1073508332
665	0.1073103779
666	0.1072741086
667	0.1072245392
668	0.1071758853
669	0.1071247887
670	0.1070821288
671	0.1070244727
672	0.1069619177
673	0.1069125924
674	0.1068442868
675	0.1067686622
676	0.106729615
677	0.1066839724
678	0.1066273162
679	0.1065772682
680	0.1065336513
681	0.106487577
682	0.1064179528
683	0.1063683044
684	0.1063355473
685	0.1062749372
686	0.1062340146
687	0.1061933411
688	0.1061531931
689	0.10610786
690	0.1060724566
691	0.1059968888
692	0.1059466962
693	0.1059024046
694	0.1058587594
695	0.1058187099
696	0.1057800476
697	0.1057327592
698	0.1056788336
699	0.1056586441
700	0.1056182803
701	0.1055623916
702	0.1054917325
703	0.1054348003
704	0.1053775953
705	0.1053282361
706	0.105290284
707	0.1052535777
708	0.1052067985
709	0.105150202
710	0.105074105
711	0.1050387883
712	0.1050155267
713	0.1049569677
714	0.1049072278
715	0.104842737
716	0.1047903808
717	0.1046990974
718	0.1046670806
719	0.104614457
720	0.1045776904
721	0.1045523288
722	0.104524847
723	0.1044687813
724	0.1044518436
725	0.104418942
726	0.104370051
727	0.1042842989
728	0.1042439421
729	0.1041566772
730	0.1041005431
731	0.1040507737
732	0.1040152483
733	0.1039775729
734	0.1039181699
735	0.1038663972
736	0.1037989942
737	0.1037410435
738	0.1036719122
739	0.1036235215
740	0.1035823219
741	0.1035373373
742	0.1034774922
743	0.1034278846
744	0.1033985483
745	0.1033364461
746	0.1032853587
747	0.1032388773
748	0.1031946591
749	0.1031617412
750	0.103094277
751	0.1030537066
752	0.1030043144
753	0.1029407017
754	0.102887775
755	0.1028092277
756	0.1027735118
757	0.1027342503
758	0.1026856003
759	0.1026185959
760	0.1025823171
761	0.1025424373
762	0.1024651865
763	0.102412284
764	0.1023696909
765	0.1023294178
766	0.1022694582
767	0.1022172405
768	0.1021579341
769	0.1021440448
770	0.1020939565
771	0.1020382949
772	0.1019966219
773	0.1019128076
774	0.1018546194
775	0.1017889623
776	0.1017308834
777	0.1016974023
778	0.1016406508
779	0.1016042217
780	0.101569956
781	0.1015243832
782	0.1014580087
783	0.1014075607
784	0.1013268491
785	0.1012538425
786	0.101197842
787	0.1011549712
788	0.1011092388
789	0.1010716428
790	0.1010237092
791	0.1009833679
792	0.1009360149
793	0.1008836254
794	0.1008057872
795	0.1007600345
796	0.1006893599
797	0.1006144876
798	0.1005474947
799	0.1004952514
800	0.1004444688
801	0.1004057293
802	0.1003390346
803	0.1002945663
804	0.1002072456
805	0.1001718345
806	0.1001285204
807	0.1000888241
808	0.1000562073
809	0.1000031747
810	0.09997014976
811	0.09992640107
812	0.09987189327
813	0.09980892426
814	0.09975554847
815	0.09970416583
816	0.09964441419
817	0.09957557024
818	0.09953892395
819	0.09947778744
820	0.09942022176
821	0.09935438955
822	0.09931841842
823	0.09924371976
824	0.09919777914
825	0.09913178499
826	0.09907680565
827	0.09900732557
828	0.09896661827
829	0.09892325606
830	0.09884022165
831	0.09880550504
832	0.09874509907
833	0.0986934337
834	0.09864132329
835	0.09858712224
836	0.09853524837
837	0.09848162113
838	0.0984284418
839	0.09837428961
840	0.09831896005
841	0.09828492138
842	0.09822742818
843	0.0981549659
844	0.09809541742
845	0.0980271587
846	0.09798254824
847	0.09793801659
848	0.09789038831
849	0.09785954869
850	0.09780538701
851	0.09775612921
852	0.09771467009
853	0.09766416971
854	0.0975970311
855	0.09754781083
856	0.09748936786
857	0.09741720559
858	0.09737846457
859	0.09734434601
860	0.0972984778
861	0.09726101069
862	0.09720813045
863	0.09715242854
864	0.09711460276
865	0.09707529014
866	0.09704024965
867	0.09697359941
868	0.09693456661
869	0.09687750393
870	0.09683287239
871	0.09679967754
872	0.09673544537
873	0.09668786668
874	0.09664713179
875	0.09660263474
876	0.09654501412
877	0.09647574131
878	0.09643285047
879	0.09638086592
880	0.09634589907
881	0.09630563528
882	0.09626873029
883	0.0962009063
884	0.09615356764
885	0.09608526243
886	0.09602885535
887	0.0959939832
888	0.09595335868
889	0.09588933614
890	0.09580954648
891	0.09578228859
892	0.09573734418
893	0.09570482577
894	0.09561640153
895	0.09557075381
896	0.09549988391
897	0.09546212845
898	0.09542515201
899	0.09534959435
900	0.09530049056
901	0.09524279438
902	0.09519891159
903	0.09514619371
904	0.09508992353
905	0.09503543679
906	0.09496783849
907	0.09490449772
908	0.09486181528
909	0.09478561747
910	0.09475870425
911	0.09471469566
912	0.09465248716
913	0.09458204918
914	0.09452469527
915	0.09446610204
916	0.09441860136
917	0.09436361005
918	0.09431540791
919	0.09426737662
920	0.09421645674
921	0.09417543378
922	0.09412200325
923	0.09407739863
924	0.09405040031
925	0.09401337966
926	0.09396736462
927	0.09392375186
928	0.09388505792
929	0.09383635989
930	0.09378742842
931	0.09372598716
932	0.09369184648
933	0.09363179172
934	0.0935867283
935	0.09354247822
936	0.09347984757
937	0.09342949154
938	0.09337236256
939	0.09333410143
940	0.09328539985
941	0.09324855097
942	0.09320574058
943	0.09316684073
944	0.09313119105
945	0.09308361334
946	0.0930528936
947	0.09300834757
948	0.09298126084
949	0.09295417906
950	0.09288377649
951	0.09284049474
952	0.09277986892
953	0.09273309857
954	0.09266848291
955	0.09262255224
956	0.09259089021
957	0.09253162517
958	0.09249226722
959	0.092446572
960	0.09238896537
961	0.09234101066
962	0.09229315513
963	0.09226039416
964	0.09221419355
965	0.09215772665
966	0.09210100424
967	0.09206242608
968	0.09201174263
969	0.09196317802
970	0.09190196076
971	0.09185561
972	0.09182402968
973	0.09179102913
974	0.09174080348
975	0.09168016832
976	0.09164683657
977	0.09160051156
978	0.09154826519
979	0.09149377341
980	0.09145560437
981	0.09142108309
982	0.09137815313
983	0.09134361954
984	0.09128730323
985	0.09123911372
986	0.09120597212
987	0.09115973738
988	0.09112893802
989	0.09107496706
990	0.09104343041
991	0.0909856994
992	0.09092702475
993	0.09088802622
994	0.09085435704
995	0.09081588196
996	0.09078651505
997	0.09073665056
998	0.09070400127
999	0.09065403419
1000	0.09061638151
1001	0.09058975714
1002	0.09054523567
1003	0.09052517219
1004	0.09047713374
1005	0.09044439443
1006	0.09039473563
1007	0.09035959397
1008	0.09031664012
1009	0.09027002973
1010	0.09022711483
1011	0.09018780605
1012	0.09015805393
1013	0.09010434251
1014	0.09005428047
1015	0.0899999098
1016	0.08995634854
1017	0.08991794762
1018	0.08987314196
1019	0.08983952223
1020	0.08979357993
1021	0.08975939872
1022	0.08971728272
1023	0.08965256494
1024	0.08961377601
1025	0.08956023299
1026	0.08952450487
1027	0.08948506411
1028	0.08942799027
1029	0.0893820131
1030	0.08935736348
1031	0.0893018672
1032	0.08924914193
1033	0.08919998404
1034	0.08916028149
1035	0.0891293617
1036	0.08909074968
1037	0.08905276901
1038	0.08900918758
1039	0.08897075194
1040	0.0889116425
1041	0.08884540109
1042	0.08881436583
1043	0.08876692377
1044	0.08871566142
1045	0.08869077296
1046	0.08866235343
1047	0.08862946094
1048	0.08857828877
1049	0.08852465618
1050	0.08848715894
1051	0.08843695251
1052	0.08837284707
1053	0.08833492303
1054	0.08828305358
1055	0.08824223197
1056	0.08819354209
1057	0.08814780402
1058	0.08809839024
1059	0.08806755453
1060	0.0880163542
1061	0.08797768311
1062	0.08792490354
1063	0.08788905418
1064	0.08786009237
1065	0.0878262933
1066	0.08777922054
1067	0.08773613015
1068	0.08770169295
1069	0.08764128901
1070	0.08759157077
1071	0.08753810513
1072	0.0874935165
1073	0.08743850714
1074	0.08740140815
1075	0.08736854342
1076	0.08733254823
1077	0.08728572764
1078	0.08724129456
1079	0.08719677127
1080	0.08716371353
1081	0.08708912232
1082	0.08704023181
1083	0.08698710407
1084	0.08695503273
1085	0.0869140901
1086	0.08685480917
1087	0.08681389668
1088	0.08677449453
1089	0.08672957637
1090	0.08670162063
1091	0.0866567002
1092	0.08660682284
1093	0.08654581883
1094	0.08649606507
1095	0.08645080724
1096	0.08642496719
1097	0.08639782535
1098	0.08635652493
1099	0.08631126018
1100	0.08627834952
1101	0.08622911777
1102	0.08618644095
1103	0.0861444433
1104	0.08610212803
1105	0.08606286852
1106	0.08602381697
1107	0.08597805305
1108	0.08592275025
1109	0.08589312562
1110	0.08585968
1111	0.0858139497
1112	0.08577320692
1113	0.08573807115
1114	0.08570444578
1115	0.08566432214
1116	0.08562904916
1117	0.08560127097
1118	0.08555679478
1119	0.08550838842
1120	0.08546886115
1121	0.08540875163
1122	0.08536857921
1123	0.08532836246
1124	0.08527864208
1125	0.08524509797
1126	0.08519944522
1127	0.08517159143
1128	0.08513160107
1129	0.08509256862
1130	0.08505324521
1131	0.08502229943
1132	0.08498181471
1133	0.08494830587
1134	0.08491495884
1135	0.08486758144
1136	0.08483891971
1137	0.08478830337
1138	0.08474846864
1139	0.08469220992
1140	0.08463991448
1141	0.08461080475
1142	0.084572236
1143	0.08453787647
1144	0.08451473792
1145	0.08449281268
1146	0.0844493358
1147	0.08442522519
1148	0.08439195798
1149	0.08435196295
1150	0.0843288023
1151	0.08429898677
1152	0.08425886976
1153	0.08421161248
1154	0.08415655124
1155	0.08412555492
1156	0.08408439903
1157	0.08405379208
1158	0.08401191023
1159	0.08396909434
1160	0.08393249328
1161	0.083896166
1162	0.08386863601
1163	0.08381874542
1164	0.0837795781
1165	0.08373973582
1166	0.08369548727
1167	0.08366171966
1168	0.08362002703
1169	0.08358020634
1170	0.08355316234
1171	0.08352349689
1172	0.08348134783
1173	0.08344410847
1174	0.08340346168
1175	0.0833587142
1176	0.0833208052
1177	0.08328983621
1178	0.08326136091
1179	0.08322043312
1180	0.08316252009
1181	0.08312743611
1182	0.08307911588
1183	0.0830384415
1184	0.0829917547
1185	0.08296075795
1186	0.08292264418
1187	0.08288095086
1188	0.0828565613
1189	0.08282695038
1190	0.08279252311
1191	0.08275727203
1192	0.08271625631
1193	0.08268377249
1194	0.08265593103
1195	0.08261820461
1196	0.08259225542
1197	0.08255099962
1198	0.08251289896
1199	0.08246830781
1200	0.08242440301
1201	0.08238413385
1202	0.08234326023
1203	0.0823108449
1204	0.08229008356
1205	0.08226088393
1206	0.08221889934
1207	0.08217627828
1208	0.08213561998
1209	0.082102142
1210	0.08205839819
1211	0.08202567221
1212	0.08199477573
1213	0.08196733253
1214	0.08193141166
1215	0.08189301651
1216	0.0818590041
1217	0.0818310258
1218	0.08179472409
1219	0.08175609075
1220	0.08173237895
1221	0.08169699494
1222	0.08164621783
1223	0.0815912906
1224	0.08155588367
1225	0.08152965217
1226	0.08149594051
1227	0.08145848044
1228	0.08142592607
1229	0.08140065583
1230	0.08135805353
1231	0.08131980721
1232	0.08128961532
1233	0.08125410287
1234	0.08122292597
1235	0.08119266961
1236	0.08116172947
1237	0.08111982997
1238	0.08108471594
1239	0.08105510433
1240	0.08102391225
1241	0.08099537939
1242	0.08095978782
1243	0.08092070737
1244	0.08089263887
1245	0.08087171109
1246	0.08082628665
1247	0.08079576833
1248	0.0807582528
1249	0.08072021274
1250	0.08069667099
1251	0.08066291895
1252	0.08062783834
1253	0.08057918166
1254	0.08055601727
1255	0.08051595638
1256	0.08046827253
1257	0.08042805632
1258	0.08039757433
1259	0.08036081812
1260	0.08033694017
1261	0.0803134648
1262	0.08027473924
1263	0.08025154065
1264	0.08020636828
1265	0.08015445716
1266	0.08012668833
1267	0.08009157221
1268	0.08005334341
1269	0.0800224145
1270	0.07999230043
1271	0.07996101896
1272	0.07991196926
1273	0.07989215525
1274	0.07986541261
1275	0.07984564386
1276	0.0798008251
1277	0.07976274366
1278	0.07974049095
1279	0.07970914342
1280	0.07966388292
1281	0.07961880641
1282	0.07958646122
1283	0.07956360065
1284	0.07953699821
1285	0.0795113953
1286	0.07947447018
1287	0.07945069187
1288	0.07940726905
1289	0.07937435783
1290	0.07934586915
1291	0.07931153923
1292	0.07928231387
1293	0.07923859272
1294	0.07920450585
1295	0.07917602276
1296	0.07914248315
1297	0.07910787475
1298	0.07907505785
1299	0.07904834435
1300	0.07901342756
1301	0.07896736244
1302	0.07893748215
1303	0.07890377785
1304	0.07887016451
1305	0.07884115812
1306	0.07881902543
1307	0.07878433047
1308	0.07875426574
1309	0.07871938036
1310	0.07868839784
1311	0.0786651509
1312	0.07863352327
1313	0.07858949359
1314	0.0785461393
1315	0.07851271775
1316	0.07847366572
1317	0.07842315464
1318	0.07838265744
1319	0.07834864935
1320	0.07830830062
1321	0.07828159999
1322	0.07825769219
1323	0.07823767451
1324	0.07820601586
1325	0.07816823612
1326	0.07814547653
1327	0.07810867198
1328	0.07808455038
1329	0.07805296369
1330	0.07802592923
1331	0.07799746367
1332	0.07796686435
1333	0.0779456368
1334	0.07791205433
1335	0.0778830348
1336	0.0778506682
1337	0.0778158267
1338	0.07776535079
1339	0.07772665741
1340	0.07768522259
1341	0.07764932076
1342	0.0776201138
1343	0.07758886369
1344	0.07756197425
1345	0.07753249935
1346	0.07750565417
1347	0.07747306331
1348	0.07745002845
1349	0.07741718521
1350	0.07738435584
1351	0.07735235335
1352	0.07732134286
1353	0.07730181681
1354	0.07727664952
1355	0.07724867826
1356	0.07721948178
1357	0.07719247974
1358	0.07716524087
1359	0.07714921476
1360	0.0771183928
1361	0.07709947602
1362	0.07707193522
1363	0.07704611316
1364	0.0770119462
1365	0.07698208277
1366	0.07694023221
1367	0.07690950018
1368	0.0768644266
1369	0.07684223513
1370	0.07682537475
1371	0.07679643105
1372	0.07676534831
1373	0.07674599326
1374	0.07672563874
1375	0.07666587704
1376	0.0766250642
1377	0.07660297891
1378	0.0765676753
1379	0.07653907902
1380	0.07651144748
1381	0.07647494716
1382	0.07644583743
1383	0.07640355813
1384	0.07636683041
1385	0.07634663051
1386	0.07631300072
1387	0.07629049567
1388	0.0762625888
1389	0.07623821694
1390	0.07621957095
1391	0.07618937283
1392	0.07616973293
1393	0.07615098495
1394	0.07611784092
1395	0.07609657774
1396	0.07606303751
1397	0.07604069286
1398	0.07600635628
1399	0.07597102686
1400	0.07593637173
1401	0.07589799156
1402	0.07586013911
1403	0.07583104358
1404	0.07580325126
1405	0.07577925797
1406	0.07573909303
1407	0.07570876765
1408	0.07568024431
1409	0.07566651214
1410	0.07562598132
1411	0.0755952348
1412	0.07556028934
1413	0.07552998684
1414	0.07550326267
1415	0.07547444717
1416	0.07544180022
1417	0.07542757577
1418	0.07539888942
1419	0.07536045822
1420	0.07534015659
1421	0.07532134955
1422	0.07529174904
1423	0.07527232043
1424	0.07524407932
1425	0.07522573643
1426	0.07520081392
1427	0.07516251659
1428	0.07514752531
1429	0.07511098529
1430	0.07508878994
1431	0.07505668999
1432	0.07503047281
1433	0.07499189144
1434	0.07496777552
1435	0.07493611279
1436	0.07490253573
1437	0.07488922673
1438	0.07486413388
1439	0.07483796575
1440	0.07480363229
1441	0.07476888646
1442	0.07474851284
1443	0.07471007261
1444	0.07468663085
1445	0.07465929521
1446	0.07461280128
1447	0.0745882465
1448	0.07456064637
1449	0.07451442339
1450	0.07449246065
1451	0.07446567227
1452	0.07444953051
1453	0.07442286186
1454	0.07439320697
1455	0.07436657005
1456	0.07433860199
1457	0.07431242697
1458	0.07428634238
1459	0.07425906076
1460	0.07423070541
1461	0.07421370102
1462	0.0741691475
1463	0.07413588028
1464	0.07411099662
1465	0.07407992808
1466	0.07403724519
1467	0.07400759288
1468	0.07398116796
1469	0.07395624354
1470	0.07392332116
1471	0.07389623411
1472	0.07386844067
1473	0.07384372247
1474	0.07381828659
1475	0.07379815833
1476	0.07376821043
1477	0.0737415058
1478	0.07371297219
1479	0.07368640789
1480	0.07364723371
1481	0.0736185031
1482	0.07360150057
1483	0.07356397065
1484	0.07354373855
1485	0.073524789
1486	0.07349987228
1487	0.07347493575
1488	0.0734548751
1489	0.07341857932
1490	0.07339084503
1491	0.07336481264
1492	0.07332724157
1493	0.07329826773
1494	0.07327252197
1495	0.07324134488
1496	0.07321670192
1497	0.07318854806
1498	0.07316439644
1499	0.07313813466
1500	0.07311253026
1501	0.07308759453
1502	0.07305978236
1503	0.07303498838
1504	0.07301250997
1505	0.07298709224
