iter	RMSE
1506	0.07297049277
1507	0.07295252985
1508	0.07291989652
1509	0.07288529874
1510	0.07285649017
1511	0.07283139739
1512	0.07280792539
1513	0.07278510076
1514	0.07275425812
1515	0.07273067482
1516	0.07270953435
1517	0.07269188483
1518	0.07266029207
1519	0.07263586301
1520	0.07261711698
1521	0.07259005842
1522	0.07257409117
1523	0.07254989842
1524	0.07251488869
1525	0.07250668853
1526	0.07247381997
1527	0.07244672475
1528	0.07242290812
1529	0.07239772088
1530	0.0723719995
1531	0.07233778756
1532	0.07231416403
1533	0.07228187265
1534	0.07225861293
1535	0.07223506766
1536	0.07221139964
1537	0.07219235719
1538	0.07217545363
1539	0.07213640693
1540	0.07209814157
1541	0.07207180067
1542	0.07204974909
1543	0.07202585439
1544	0.07199881331
1545	0.07197505106
1546	0.07195418625
1547	0.07191550154
1548	0.07188997196
1549	0.07186833551
1550	0.07184388899
1551	0.07180545397
1552	0.07178062064
1553	0.0717617823
1554	0.07173098054
1555	0.0717030551
1556	0.07167753191
1557	0.07163856756
1558	0.07161960493
1559	0.07158824234
1560	0.07156132165
1561	0.0715473197
1562	0.07152493121
1563	0.07150136988
1564	0.07147741575
1565	0.07145465617
1566	0.0714306963
1567	0.07138280725
1568	0.07135781342
1569	0.07133193375
1570	0.07130994024
1571	0.07127588467
1572	0.07124834555
1573	0.07121937723
1574	0.07119950027
1575	0.07116769942
1576	0.07112266142
1577	0.07108144808
1578	0.07104825478
1579	0.07101417817
1580	0.07099422719
1581	0.07097319962
1582	0.07094597562
1583	0.07092272548
1584	0.07090280301
1585	0.0708736616
1586	0.07086314731
1587	0.07083185466
1588	0.07080643332
1589	0.07078092868
1590	0.0707578228
1591	0.07072284535
1592	0.07068617613
1593	0.07066256191
1594	0.07063388754
1595	0.07060763363
1596	0.0705836477
1597	0.070559784
1598	0.07054190661
1599	0.0705243881
1600	0.07050387974
1601	0.07048199529
1602	0.07046032347
1603	0.07043382055
1604	0.07039999383
1605	0.07038010942
1606	0.07036486398
1607	0.07033901634
1608	0.07030535207
1609	0.07028468871
1610	0.07026167557
1611	0.07023331775
1612	0.0702044376
1613	0.07018153036
1614	0.07014670495
1615	0.07011987847
1616	0.07010284064
1617	0.07008074872
1618	0.07005889759
1619	0.07003192648
1620	0.07001010932
1621	0.06998654521
1622	0.06997014138
1623	0.06995410145
1624	0.06993986049
1625	0.06991292715
1626	0.06988985385
1627	0.06986528448
1628	0.06983573832
1629	0.06981115415
1630	0.06979406755
1631	0.06977880679
1632	0.06975658753
1633	0.06973548074
1634	0.06971287032
1635	0.06969656121
1636	0.06967458664
1637	0.06963392139
1638	0.06961093154
1639	0.06959654906
1640	0.06957927147
1641	0.06954951062
1642	0.0695280334
1643	0.06949883925
1644	0.06948243713
1645	0.06946193946
1646	0.06942854946
1647	0.06940342631
1648	0.0693792735
1649	0.0693552659
1650	0.06932516041
1651	0.06930341963
1652	0.06929103188
1653	0.06927204262
1654	0.06926250654
1655	0.0692385039
1656	0.06922180873
1657	0.06920406659
1658	0.06918077635
1659	0.06914813175
1660	0.06913083882
1661	0.06910505371
1662	0.06908804931
1663	0.06906745815
1664	0.06902465926
1665	0.06900114007
1666	0.0689692072
1667	0.06894039803
1668	0.06890972104
1669	0.06890206974
1670	0.06887146565
1671	0.06884411196
1672	0.0688230025
1673	0.06879766039
1674	0.06877557741
1675	0.06875272582
1676	0.06873393752
1677	0.06871131194
1678	0.06867707139
1679	0.06864807977
1680	0.06861557327
1681	0.06858188771
1682	0.06856876704
1683	0.06854739623
1684	0.06852650749
1685	0.06849730377
1686	0.06847042337
1687	0.06843005321
1688	0.0684097164
1689	0.06838561768
1690	0.06836201854
1691	0.06833227196
1692	0.06832098642
1693	0.06829964564
1694	0.0682785358
1695	0.06826770827
1696	0.06825333073
1697	0.06822605725
1698	0.06821136235
1699	0.06818622287
1700	0.06816448661
1701	0.06814339701
1702	0.068124846
1703	0.0681039405
1704	0.06807038877
1705	0.06804940193
1706	0.06802809766
1707	0.06799665176
1708	0.06797980148
1709	0.06795970002
1710	0.0679393737
1711	0.06792025187
1712	0.06789996465
1713	0.06788125614
1714	0.06786692611
1715	0.06782817821
1716	0.06780615569
1717	0.06778576711
1718	0.0677620192
1719	0.06774376585
1720	0.0677134922
1721	0.06769445517
1722	0.06767195419
1723	0.06764711366
1724	0.06762683036
1725	0.06760442339
1726	0.06757504701
1727	0.06755083369
1728	0.06753337675
1729	0.06752104747
1730	0.06749261447
1731	0.0674620235
1732	0.06742771988
1733	0.06740108181
1734	0.06738577924
1735	0.06736335688
1736	0.06734412326
1737	0.06733633162
1738	0.06731500399
1739	0.06728951943
1740	0.0672661251
1741	0.0672392156
1742	0.06722037997
1743	0.067189149
1744	0.06716667878
1745	0.06713252723
1746	0.06712437017
1747	0.06710130511
1748	0.06708157778
1749	0.06706588804
1750	0.06704243078
1751	0.06700397747
1752	0.06698046783
1753	0.06694995628
1754	0.06691958123
1755	0.06690631904
1756	0.06689183539
1757	0.06687759348
1758	0.06684286917
1759	0.06682569189
1760	0.06679980069
1761	0.06678524544
1762	0.06676459355
1763	0.06672101999
1764	0.06670220003
1765	0.06667945509
1766	0.06665572652
1767	0.06663887564
1768	0.06661736446
1769	0.06659583094
1770	0.0665673072
1771	0.06653073042
1772	0.06651388833
1773	0.0664982632
1774	0.06647714073
1775	0.06646465824
1776	0.06644534203
1777	0.06642617072
1778	0.06639816889
1779	0.06637310077
1780	0.06635252221
1781	0.06632956047
1782	0.06631263964
1783	0.0662942457
1784	0.06626546329
1785	0.06624964121
1786	0.06621593236
1787	0.06619754297
1788	0.0661646547
1789	0.06614551078
1790	0.0661252471
1791	0.06610711249
1792	0.06608720998
1793	0.06606062453
1794	0.06605158148
1795	0.06603693926
1796	0.06600849491
1797	0.06597996003
1798	0.06596799314
1799	0.06595640762
1800	0.06593531971
1801	0.06590871446
1802	0.06588926944
1803	0.06586942177
1804	0.06585144992
1805	0.06583355132
1806	0.06579384027
1807	0.06576295698
1808	0.06574372946
1809	0.06571257624
1810	0.06569537848
1811	0.06567700464
1812	0.06564183714
1813	0.06562295932
1814	0.06560568563
1815	0.0655846408
1816	0.06557804854
1817	0.06553927288
1818	0.06551929107
1819	0.06549821083
1820	0.06547769054
1821	0.06546064071
1822	0.06544320365
1823	0.06541748038
1824	0.06539022514
1825	0.06537661343
1826	0.06536603326
1827	0.06534641114
1828	0.06533352236
1829	0.06530406011
1830	0.06528916462
1831	0.0652625828
1832	0.06524129823
1833	0.06521686176
1834	0.06518839753
1835	0.06515197177
1836	0.0651354889
1837	0.06511555095
1838	0.06509133343
1839	0.06507164114
1840	0.06505717782
1841	0.06503595362
1842	0.06501580555
1843	0.06499871058
1844	0.064975515
1845	0.06495434732
1846	0.0649273049
1847	0.06489804529
1848	0.06486526151
1849	0.06484264554
1850	0.06482408953
1851	0.06480786716
1852	0.06479036444
1853	0.06476851879
1854	0.06475183608
1855	0.06471852874
1856	0.06470525129
1857	0.06467848607
1858	0.06466377662
1859	0.06464398946
1860	0.06463010769
1861	0.06461524194
1862	0.06459268131
1863	0.06457479541
1864	0.06455350694
1865	0.06453014951
1866	0.06452208095
1867	0.06449882274
1868	0.06447363197
1869	0.06445210167
1870	0.06444126796
1871	0.06442240957
1872	0.06440318667
1873	0.0643862321
1874	0.06436355336
1875	0.06434644731
1876	0.06433304273
1877	0.06430432738
1878	0.06428458141
1879	0.06426570659
1880	0.06423365186
1881	0.0642238513
1882	0.06420733102
1883	0.06419508206
1884	0.06417756365
1885	0.06415528479
1886	0.06413492904
1887	0.06410671053
1888	0.06408519508
1889	0.06405385154
1890	0.06404129953
1891	0.06403117163
1892	0.06400380715
1893	0.0639800224
1894	0.06394894414
1895	0.06393276042
1896	0.0639180096
1897	0.0638912853
1898	0.06387982672
1899	0.06384048489
1900	0.06381545542
1901	0.06378995906
1902	0.06377299986
1903	0.0637549142
1904	0.0637289061
1905	0.06371084603
1906	0.06368719679
1907	0.0636609677
1908	0.06363129792
1909	0.06361201611
1910	0.0635953682
1911	0.06358121842
1912	0.06355949713
1913	0.06352910767
1914	0.06350639655
1915	0.06348615673
1916	0.0634585014
1917	0.06344171544
1918	0.06342068832
1919	0.06338678226
1920	0.0633562148
1921	0.06334959377
1922	0.0633396454
1923	0.0633180792
1924	0.06329237563
1925	0.06327433674
1926	0.06324351037
1927	0.06323680701
1928	0.06322239695
1929	0.06320777882
1930	0.06318217908
1931	0.06316527068
1932	0.06315119624
1933	0.06313352569
1934	0.06311300687
1935	0.06310112259
1936	0.06308336113
1937	0.06306366488
1938	0.06305716468
1939	0.06303734664
1940	0.06301064394
1941	0.06298265102
1942	0.06295611452
1943	0.06294184589
1944	0.06291915575
1945	0.06290060586
1946	0.0628822336
1947	0.06285975395
1948	0.06284448361
1949	0.06281804747
1950	0.0627951974
1951	0.0627753839
1952	0.06275708992
1953	0.06274794275
1954	0.06272310089
1955	0.06271401789
1956	0.06269578024
1957	0.06267605061
1958	0.06265087669
1959	0.06263136818
1960	0.06261397502
1961	0.06260282778
1962	0.06258966206
1963	0.06256661818
1964	0.06255263706
1965	0.06253912208
1966	0.06251756663
1967	0.06250474276
1968	0.06248800692
1969	0.06246130504
1970	0.06243726897
1971	0.06241865435
1972	0.06240164712
1973	0.06239185391
1974	0.06238383987
1975	0.06237280058
1976	0.06234641422
1977	0.06232839917
1978	0.06230321468
1979	0.0622870366
1980	0.06226386832
1981	0.06224397867
1982	0.06222900014
1983	0.06220432059
1984	0.06219157526
1985	0.06217521036
1986	0.06216731536
1987	0.06215459168
1988	0.06214309904
1989	0.06212299151
1990	0.06210248186
1991	0.06208972959
1992	0.06208419202
1993	0.06206704552
1994	0.06205643562
1995	0.06204114362
1996	0.06201549536
1997	0.06199952011
1998	0.06197264394
1999	0.06195141318
2000	0.06191894713
2001	0.06190169081
2002	0.06188271525
2003	0.0618643824
2004	0.0618534123
2005	0.06183160985
2006	0.06180239093
2007	0.06178281706
2008	0.06176358329
2009	0.06174407727
2010	0.06172514926
2011	0.06170799066
2012	0.06168864757
2013	0.06166882558
2014	0.06165942794
2015	0.06164112866
2016	0.06162215482
2017	0.06160470586
2018	0.06158768684
2019	0.06157477353
2020	0.06155355163
2021	0.06153996133
2022	0.06152415653
2023	0.06150627817
2024	0.0614941107
2025	0.06148822345
2026	0.06146987308
2027	0.0614578034
2028	0.06142742456
2029	0.06140474524
2030	0.06139213985
2031	0.06136941784
2032	0.06135940749
2033	0.0613475842
2034	0.06133539054
2035	0.06131970417
2036	0.06130748777
2037	0.06128963579
2038	0.06127147646
2039	0.0612529754
2040	0.06124038205
2041	0.06121894348
2042	0.06121355542
2043	0.06119937884
2044	0.06118376133
2045	0.06115867022
2046	0.06114520802
2047	0.0611318301
2048	0.06112271323
2049	0.06110553956
2050	0.06108309017
2051	0.06104926013
2052	0.06103507309
2053	0.06103283608
2054	0.06101111753
2055	0.0609889169
2056	0.06097408485
2057	0.06094782706
2058	0.06093896552
2059	0.0609137041
2060	0.0608963724
2061	0.0608740127
2062	0.06084982344
2063	0.06084266547
2064	0.06081934833
2065	0.06080617843
2066	0.06079002213
2067	0.06077341243
2068	0.06074769666
2069	0.06073149724
2070	0.06070791711
2071	0.06067818731
2072	0.06065176987
2073	0.06063692308
2074	0.06061871033
2075	0.06059484313
2076	0.06057445136
2077	0.06055265193
2078	0.06051678078
2079	0.06050242107
2080	0.06048464166
2081	0.06047360734
2082	0.06045724664
2083	0.06043837722
2084	0.06042162811
2085	0.06040142319
2086	0.06038674641
2087	0.06036604868
2088	0.06035115323
2089	0.06033132282
2090	0.06031171527
2091	0.06029541469
2092	0.06027580782
2093	0.06026195682
2094	0.06024606478
2095	0.06022864924
2096	0.06022099797
2097	0.06019702881
2098	0.06016773993
2099	0.0601599678
2100	0.06015409282
2101	0.06013281798
2102	0.06012629091
2103	0.0601057043
2104	0.06010206479
2105	0.06008969085
2106	0.06007020355
2107	0.06005467959
2108	0.06004097585
2109	0.06002503263
2110	0.06001147326
2111	0.05998660937
2112	0.05997065587
2113	0.05995639347
2114	0.05993756803
2115	0.05991241208
2116	0.05990085159
2117	0.05988925607
2118	0.05987797222
2119	0.05985585485
2120	0.0598446173
2121	0.05982510349
2122	0.05980602247
2123	0.05978862962
2124	0.05977021913
2125	0.05975153667
2126	0.05974035604
2127	0.05972278949
2128	0.05970817083
2129	0.05968667843
2130	0.05967745796
2131	0.05965782475
2132	0.05964190915
2133	0.05962592937
2134	0.0596109493
2135	0.05959495585
2136	0.05958959758
2137	0.05957749824
2138	0.05956774259
2139	0.05955927189
2140	0.05954186009
2141	0.05952055504
2142	0.05949939871
2143	0.05947268945
2144	0.05944889051
2145	0.05943145725
2146	0.05941467978
2147	0.05939434604
2148	0.05938669221
2149	0.0593774193
2150	0.05937041545
2151	0.05935203033
2152	0.05932264401
2153	0.05931422107
2154	0.05928514665
2155	0.05927046451
2156	0.05925229786
2157	0.05923649874
2158	0.05922416835
2159	0.05920629689
2160	0.05918507009
2161	0.05916746581
2162	0.0591500807
2163	0.05913569386
2164	0.05912246477
2165	0.05910690857
2166	0.05910243151
2167	0.05908620089
2168	0.0590684325
2169	0.05904841666
2170	0.0590220514
2171	0.0590059727
2172	0.05898500478
2173	0.05895556862
2174	0.05894627104
2175	0.05893152913
2176	0.05891404977
2177	0.05889733855
2178	0.05886831342
2179	0.0588512765
2180	0.05884420523
2181	0.05882902671
2182	0.05880335521
2183	0.05878643064
2184	0.05877055385
2185	0.05876264189
2186	0.05873739729
2187	0.05871722497
2188	0.05869750209
2189	0.05867422253
2190	0.05865812724
2191	0.05864165428
2192	0.05862501689
2193	0.05861396481
2194	0.0585918078
2195	0.05857435507
2196	0.05855520859
2197	0.05854364652
2198	0.05852506635
2199	0.05851383829
2200	0.0584893592
2201	0.05846981116
2202	0.05844924518
2203	0.05843461498
2204	0.05841577351
2205	0.05840347677
2206	0.05837591311
2207	0.05836091833
2208	0.05834151093
2209	0.05832462312
2210	0.05830747109
2211	0.05829002945
2212	0.0582715556
2213	0.05825748965
2214	0.05823754949
2215	0.05820754887
2216	0.05819166136
2217	0.05817717508
2218	0.05815948114
2219	0.05813454456
2220	0.05811437847
2221	0.0580935731
2222	0.05807734186
2223	0.05806296612
2224	0.0580405463
2225	0.05802612374
2226	0.05799595739
2227	0.05797370887
2228	0.05796242317
2229	0.05795340646
2230	0.05793135891
2231	0.05790454576
2232	0.05788708833
2233	0.05787148562
2234	0.05785534615
2235	0.05783779859
2236	0.05781886871
2237	0.05780112442
2238	0.05778683247
2239	0.0577592729
2240	0.05773807469
2241	0.05771751206
2242	0.05770700046
2243	0.0576901055
2244	0.05768718348
2245	0.05767019391
2246	0.05764908582
2247	0.05762932131
2248	0.05760315219
2249	0.05759850095
2250	0.05757776523
2251	0.05756379339
2252	0.05755112327
2253	0.05753380917
2254	0.05750934442
2255	0.05749755968
2256	0.05748490027
2257	0.05745925197
2258	0.05744177661
2259	0.05742514571
2260	0.05741047448
2261	0.05740405291
2262	0.05739290179
2263	0.0573751689
2264	0.05736068863
2265	0.0573565609
2266	0.05734290949
2267	0.05733056679
2268	0.0573155303
2269	0.05730223637
2270	0.0572825304
2271	0.05727542267
2272	0.05725651449
2273	0.05723254301
2274	0.05721397843
2275	0.0571991121
2276	0.05718709504
2277	0.05716951444
2278	0.05716207646
2279	0.05714483412
2280	0.05712998568
2281	0.05711995301
2282	0.05709376613
2283	0.05707383353
2284	0.05705530834
2285	0.05703695034
2286	0.05701737451
2287	0.05700242347
2288	0.05698676221
2289	0.05695846227
2290	0.05694627464
2291	0.05693383654
2292	0.05692066541
2293	0.05690545842
2294	0.05688736141
2295	0.05687526137
2296	0.05685599931
2297	0.05683845043
2298	0.05681768354
2299	0.05680461026
2300	0.05678509726
2301	0.05677305431
2302	0.05675395026
2303	0.05674122006
2304	0.05672268167
2305	0.05670626986
2306	0.05668566786
2307	0.05666760087
2308	0.05664520153
2309	0.05662310836
2310	0.05661108546
2311	0.05659931577
2312	0.05657914996
2313	0.05656231734
2314	0.05655347523
2315	0.05655066327
2316	0.05654037483
2317	0.05652249943
2318	0.05651577859
2319	0.0564990556
2320	0.05648019155
2321	0.05645528142
2322	0.05643144893
2323	0.05642561531
2324	0.05642098882
2325	0.05640063334
2326	0.05638561188
2327	0.05637354954
2328	0.0563555243
2329	0.05634032927
2330	0.05632451538
2331	0.056307187
2332	0.05628817408
2333	0.05626992042
2334	0.05625235273
2335	0.05622900609
2336	0.05620679069
2337	0.05619260638
2338	0.05618019137
2339	0.05617754658
2340	0.0561674918
2341	0.05614640618
2342	0.05614042968
2343	0.05612418176
2344	0.05610747774
2345	0.05609749861
2346	0.0560752911
2347	0.05606560191
2348	0.05604207534
2349	0.05602041761
2350	0.05599924906
2351	0.05598997667
2352	0.05597642452
2353	0.05595451731
2354	0.0559397997
2355	0.05591620021
2356	0.05589916053
2357	0.05588274292
2358	0.05586259978
2359	0.055846057
2360	0.05583010232
2361	0.05581782939
2362	0.05580180148
2363	0.05578390191
2364	0.05576779595
2365	0.05574388937
2366	0.05572348797
2367	0.05570848214
2368	0.05569659784
2369	0.05567926941
2370	0.05566847279
2371	0.05565219559
2372	0.0556292259
2373	0.05561043621
2374	0.05559573647
2375	0.05556696985
2376	0.05555805877
2377	0.05554612951
2378	0.05552856445
2379	0.05551468178
2380	0.05549491495
2381	0.05547400425
2382	0.05546134679
2383	0.05544097395
2384	0.05543012219
2385	0.05541458214
2386	0.05539844833
2387	0.05538730218
2388	0.05535827852
2389	0.05535056793
2390	0.05534323784
2391	0.05532314693
2392	0.05530397027
2393	0.0552838258
2394	0.05527333406
2395	0.05525750834
2396	0.0552510431
2397	0.0552347209
2398	0.05522517381
2399	0.05520260517
2400	0.05519591261
2401	0.05517334531
2402	0.0551594416
2403	0.05514391539
2404	0.0551319801
2405	0.05510830813
2406	0.0550878253
2407	0.05507303734
2408	0.05505866193
2409	0.05503744512
2410	0.05502329899
2411	0.05501126934
2412	0.05499796284
2413	0.0549854189
2414	0.05496937172
2415	0.05495744021
2416	0.05493839529
2417	0.05491416656
2418	0.05488329781
2419	0.05486282176
2420	0.05483840524
2421	0.05483186728
2422	0.05481711466
2423	0.05479892396
2424	0.05478192236
2425	0.05476057415
2426	0.05474136179
2427	0.05472317536
2428	0.05470543618
2429	0.05469792058
2430	0.05468383197
2431	0.05467351072
2432	0.0546521667
2433	0.05464715076
2434	0.05463260865
2435	0.05461878132
2436	0.05460453015
2437	0.05459137081
2438	0.05457714004
2439	0.05456627464
2440	0.05454303168
2441	0.05452680232
2442	0.05451567362
2443	0.05449754677
2444	0.05448200106
2445	0.05446907969
2446	0.05445698885
2447	0.05444645968
2448	0.0544309309
2449	0.05441808332
2450	0.05440336582
2451	0.05439057883
2452	0.05437227872
2453	0.05435701868
2454	0.05434432837
2455	0.05432698052
2456	0.05430994285
2457	0.0542932616
2458	0.05427008226
2459	0.05426494926
2460	0.05424263169
2461	0.0542323366
2462	0.05422040405
2463	0.05420020578
2464	0.0541808278
2465	0.05415873528
2466	0.05414371165
2467	0.05412747417
2468	0.05411733828
2469	0.05410114634
2470	0.05408283061
2471	0.05407610556
2472	0.05406296658
2473	0.05404239547
2474	0.05402727691
2475	0.05400631782
2476	0.0539817775
2477	0.05396942118
2478	0.05395391566
2479	0.05392846399
2480	0.05391343518
2481	0.05390257112
2482	0.05388466753
2483	0.05386661131
2484	0.05385188684
2485	0.05384014101
2486	0.05381936243
2487	0.05379925189
2488	0.05378427665
2489	0.05376917345
2490	0.05374740263
2491	0.05373783566
2492	0.05372159369
2493	0.05370423661
2494	0.05369560172
2495	0.05368098458
2496	0.05365443081
2497	0.05363739758
2498	0.05362573452
2499	0.05360553946
2500	0.0535952317
2501	0.05358637649
2502	0.05357040091
2503	0.05355245566
2504	0.05353508412
2505	0.05351768948
2506	0.05349612017
2507	0.05347472093
2508	0.0534623495
2509	0.05344507759
2510	0.05343140393
2511	0.05341524349
2512	0.05340220284
2513	0.05338361535
2514	0.05336556502
2515	0.05334894273
2516	0.05332592389
2517	0.0533039879
2518	0.05328972525
2519	0.05327291043
2520	0.05325583072
2521	0.05323358729
2522	0.05321538833
2523	0.05320012455
2524	0.05318656078
2525	0.05317200965
2526	0.05315503777
2527	0.05314457804
2528	0.05312774957
2529	0.05309979869
2530	0.05308235876
2531	0.05306797139
2532	0.0530471839
2533	0.05302846184
2534	0.05301389066
2535	0.05299450592
2536	0.05298225953
2537	0.05297016199
2538	0.05295703407
2539	0.05294216528
2540	0.05292760855
2541	0.05291301888
2542	0.05290138293
2543	0.0528889886
2544	0.05287521525
2545	0.05285464076
2546	0.05284019668
2547	0.05282726488
2548	0.05282017506
2549	0.05280709013
2550	0.05279399356
2551	0.05277614536
2552	0.05275930961
2553	0.05273867031
2554	0.05271161152
2555	0.05269168265
2556	0.05267531255
2557	0.0526483566
2558	0.05262933588
2559	0.05262314445
2560	0.05260325122
2561	0.0525830373
2562	0.05256447052
2563	0.05254684823
2564	0.05253063191
2565	0.05251627409
2566	0.05249442022
2567	0.05248469967
2568	0.052469979
2569	0.05244989691
2570	0.05243453609
2571	0.0524236503
2572	0.05241116006
2573	0.05238945568
2574	0.05236305284
2575	0.0523481568
2576	0.05232978104
2577	0.05231548507
2578	0.0523018146
2579	0.05228882189
2580	0.05227903058
2581	0.05226349478
2582	0.05224952675
2583	0.05223363175
2584	0.05222284564
2585	0.05220502264
2586	0.05219089923
2587	0.05217849244
2588	0.05216792593
2589	0.05215324955
2590	0.05214464104
2591	0.05213162901
2592	0.05212170633
2593	0.05210457443
2594	0.05209210854
2595	0.05207620061
2596	0.05205490446
2597	0.05204475079
2598	0.05203365096
2599	0.0520195344
2600	0.05200446854
2601	0.0519910976
2602	0.05198292063
2603	0.05196436059
2604	0.05195099926
2605	0.05192928957
2606	0.05190765129
2607	0.05189771283
2608	0.05187933593
2609	0.051868615
2610	0.05184647931
2611	0.05182890272
2612	0.05181579116
2613	0.05179836396
2614	0.05178652139
2615	0.05177456287
2616	0.05175799242
2617	0.05173337218
2618	0.05171908212
2619	0.05170465355
2620	0.05168359222
2621	0.05167370072
2622	0.05166122915
2623	0.05165060393
2624	0.05162389554
2625	0.05160947132
2626	0.05159752076
2627	0.0515904208
2628	0.05158317794
2629	0.05156552673
2630	0.05154957739
2631	0.05153264195
2632	0.05151767698
2633	0.05150683749
2634	0.05149184261
2635	0.05148320535
2636	0.05146525743
2637	0.05144860689
2638	0.05143639944
2639	0.05142104262
2640	0.05140119991
2641	0.05138591658
2642	0.05137419963
2643	0.05136431089
2644	0.05134880227
2645	0.05134109067
2646	0.05131969721
2647	0.05130551918
2648	0.05129124489
2649	0.05128346119
2650	0.0512721816
2651	0.0512625149
2652	0.05125440841
2653	0.0512370685
2654	0.05121708276
2655	0.05119773993
2656	0.05118505652
2657	0.05117350608
2658	0.05115806147
2659	0.0511437953
2660	0.05113047337
2661	0.05111656536
2662	0.05110714706
2663	0.05109747516
2664	0.0510804596
2665	0.05106880209
2666	0.0510621446
2667	0.05105028187
2668	0.05103253836
2669	0.05102051264
2670	0.05100103704
2671	0.05098485346
2672	0.05097834939
2673	0.05096537071
2674	0.05095202841
2675	0.05093793997
2676	0.05092594981
2677	0.05091546579
2678	0.05090846173
2679	0.05090229323
2680	0.05088779071
2681	0.05087374189
2682	0.05086455811
2683	0.0508525054
2684	0.05084447521
2685	0.05083451152
2686	0.05082172523
2687	0.05081183378
2688	0.05079447007
2689	0.05077621352
2690	0.0507658764
2691	0.05074996994
2692	0.05073386516
2693	0.05072499471
2694	0.05071183897
2695	0.05069253412
2696	0.05067903881
2697	0.05067279545
2698	0.0506574621
2699	0.05063914361
2700	0.05063182452
2701	0.05061290793
2702	0.05060357999
2703	0.05058721476
2704	0.05056689739
2705	0.05055077714
2706	0.05053909108
2707	0.05052768326
2708	0.05051766159
2709	0.05049962406
2710	0.05048808252
2711	0.05047020155
2712	0.05045925395
2713	0.05044381958
2714	0.05042486296
2715	0.05041266712
2716	0.05039953306
2717	0.05038314199
2718	0.05037632707
2719	0.05036581702
2720	0.0503443267
2721	0.05033205525
2722	0.05031909234
2723	0.05031097196
2724	0.05029681832
2725	0.05028512924
2726	0.05026776785
2727	0.05024803737
2728	0.0502246154
2729	0.05021508826
2730	0.05020029118
2731	0.05019443022
2732	0.05017808122
2733	0.05016358487
2734	0.05015165911
2735	0.05013063564
2736	0.05011419722
2737	0.0500998974
2738	0.05008272523
2739	0.05006304383
2740	0.05005124191
2741	0.05004245499
2742	0.05003274295
2743	0.05001885911
2744	0.0500005141
2745	0.04998800963
2746	0.04997815278
2747	0.04995808456
2748	0.04994750158
2749	0.04993148093
2750	0.04991679976
2751	0.04991072174
2752	0.04990100996
2753	0.04989051595
2754	0.04988751736
2755	0.04986542143
2756	0.04984259515
2757	0.04983596781
2758	0.04982479589
2759	0.0498115931
2760	0.04979930157
2761	0.04978922054
2762	0.04977900633
2763	0.04976909567
2764	0.04975023677
2765	0.04973421831
2766	0.04973065236
2767	0.04971028552
2768	0.04970612338
2769	0.04969414144
2770	0.04967826004
2771	0.04966645296
2772	0.04965251493
2773	0.04963540508
2774	0.04961834812
2775	0.04960183369
2776	0.04959034624
2777	0.04958371778
2778	0.04957467166
2779	0.04956080101
2780	0.0495467616
2781	0.04953484415
2782	0.04952593421
2783	0.04951398818
2784	0.04949312393
2785	0.04947706833
2786	0.04946693048
2787	0.04946161066
2788	0.04945225855
2789	0.04944637139
2790	0.04943314291
2791	0.04941895324
2792	0.0494008171
2793	0.04939224544
2794	0.04938056149
2795	0.04936902641
2796	0.04936317369
2797	0.04935055243
2798	0.04934103994
2799	0.04932825406
2800	0.04930582323
2801	0.04929777807
2802	0.0492903692
2803	0.04927453741
2804	0.04926934869
2805	0.04925725768
2806	0.04923507803
2807	0.04921332703
2808	0.04919174569
2809	0.04918717958
2810	0.04916409308
2811	0.04914951803
2812	0.04913212408
2813	0.04912202955
2814	0.04911181565
2815	0.04910154087
2816	0.04908714063
2817	0.04908143385
2818	0.04906937822
2819	0.04905446164
2820	0.04904575859
2821	0.04903668081
2822	0.04902616705
2823	0.04901762581
2824	0.04901186084
2825	0.04900088785
2826	0.04898804004
2827	0.04897895467
2828	0.04897513342
2829	0.04896151344
2830	0.04894940284
2831	0.04893148257
2832	0.04892795972
2833	0.04891422973
2834	0.04889746735
2835	0.04888834018
2836	0.04888094859
2837	0.04886529428
2838	0.04885350445
2839	0.04883774033
2840	0.0488236498
2841	0.04881178368
2842	0.04880471924
2843	0.04878540738
2844	0.04876813638
2845	0.04875438555
2846	0.0487403694
2847	0.04873337329
2848	0.04872254942
2849	0.04871462733
2850	0.04869853085
2851	0.04868607716
2852	0.04867603805
2853	0.04866220329
2854	0.04864857349
2855	0.04862653084
2856	0.0486129487
2857	0.04859448476
2858	0.0485854048
2859	0.04857992724
2860	0.04856788197
2861	0.04854908829
2862	0.04853901934
2863	0.04852669132
2864	0.04851551694
2865	0.04850445566
2866	0.04848770315
2867	0.0484723512
2868	0.04845989215
2869	0.04844494577
2870	0.04842412336
2871	0.0484094643
2872	0.04840119636
2873	0.04839095964
2874	0.04838114686
2875	0.04836707462
2876	0.0483572278
2877	0.04834415859
2878	0.04833405213
2879	0.04831964756
2880	0.0483138949
2881	0.04830861903
2882	0.04829906211
2883	0.04828192726
2884	0.04826719428
2885	0.04825516264
2886	0.04824532878
2887	0.04823349975
2888	0.04823135986
2889	0.04821584776
2890	0.04820019498
2891	0.04818989891
2892	0.04817699608
2893	0.04816771599
2894	0.04815512005
2895	0.04814125767
2896	0.04813387623
2897	0.04812089645
2898	0.04811249537
2899	0.04810396223
2900	0.04808849566
2901	0.04807928877
2902	0.04806218409
2903	0.04804764627
2904	0.04803764537
2905	0.04802267515
